title,price,img,url
Android 13 Smartphone 5.7 Inch Octa Core T616 CPU 8GB 128GB RAM NFC LTE Enabled 4000mAh Battery Shockproof Waterproof Dual SIM,"PKR 72,305-114,688",./Alibaba_files/H7fb374c6c7ad460bbabf7ffd2732b63eI.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Android-13-Smartphone-5-7-Inch_1601496859875.html?spm=a2700.galleryofferlist.normal_offer.d_image.429e13a0ERRvAh&priceId=71683601eb824d65a820ca1519e378f0
Smartphone Android 4G Wifi bluetooth Touch Screen Android Phone,"PKR 24,958",./Alibaba_files/Hef5c918faefe43ebbbcd0d92a48c01d4L.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Smartphone-Android-4G-Wifi-bluetooth-Touch_1601596490337.html?priceId=71683601eb824d65a820ca1519e378f0
M6Pro Cross-Border In-Stock 4G LTE New Popular Smartphone Android 3+32GB Dual SIM Quad Core French German Spanish Low Price,"PKR 14,039-18,718",./Alibaba_files/H0019f474eaea4a348290906e4329d1b1W.png_300x300.png,https://www.alibaba.com/product-detail/M6Pro-Cross-Border-In-Stock-4G_1601744571263.html?priceId=71683601eb824d65a820ca1519e378f0
16GB+1TB New Arrival S25 Ultra 5G Smartphone 108MP Dual SIM Unlocked Global Version Android 15 Deca Core Fast Processor LED,"PKR 19,966-21,214",./Alibaba_files/H369c5026470f41b0b3a54357a945a2c6O.jpg_300x300.jpg,https://www.alibaba.com/product-detail/16GB-1TB-New-Arrival-S25-Ultra_1601724754640.html?priceId=71683601eb824d65a820ca1519e378f0
Tecno Spark 40 pro original phone Global Low Price Wholesale 16GB+1TB Outdoor Phone,"PKR 15,599-21,838",./Alibaba_files/H829f6d84492f43f79e91325ebcf72e73f.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Tecno-Spark-40-pro-original-phone_1601716806076.html?spm=a2700.galleryofferlist.normal_offer.d_image.429e13a0ERRvAh&priceId=71683601eb824d65a820ca1519e378f0
Factory Direct One Plus15 Android 15 5G Network 108MP Rear Camera | 16GB RAM + 1TB ROM Dual SIM Global Market,"PKR 11,231-21,058",./Alibaba_files/Hdc992eef19d04be98defd604ca8a5d83n.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Factory-Direct-One-Plus15-Android-15_1601723333287.html?priceId=71683601eb824d65a820ca1519e378f0
Hot 17 Pro Max Mini Best Selling Android Smartphone 4.0 Inch 16+1TB Storage 4G Mini Mobile Phone,"PKR 7,144-8,361",./Alibaba_files/H755d2d9571a74039b81144cc38647152r.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Hot-17-Pro-Max-Mini-Best_1601681350332.html?priceId=71683601eb824d65a820ca1519e378f0
Wholesale 100% Tested High Quality Phone 15 Pro Max 256GB/512GB/1TB Unlocked Smartphone 8GB RAM 6.7inch QHD French Spanish,"PKR 174,389-218,064",./Alibaba_files/H9fb5e731c9064f4abcb5a6e17463be63T.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Wholesale-100-Tested-High-Quality-Phone_1601289351576.html?priceId=71683601eb824d65a820ca1519e378f0
22GB+2TB S26 ULTRA Mobile Phone Deca Core S26 Ultra Smartphone 7.3 Inch Unlocked Dual SIM 5G Android 15 S26 ULTRA Mobile Phones,"PKR 24,802",./Alibaba_files/Ha7bab5246fe246b9ab3a96a3069b544d0.png_300x300.png,https://www.alibaba.com/product-detail/22GB-2TB-S26-ULTRA-Mobile-Phone_1601669710245.html?priceId=71683601eb824d65a820ca1519e378f0
Factory direct supply of 4G full network smart phone 17Pro max 6.6-inch eight core processor 4500mAh dual card dual standby,"PKR 16,223",./Alibaba_files/H5f49497c579f4c66966bc9ee0b383a73i.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Factory-direct-supply-of-4G-full_1601769490050.html?priceId=71683601eb824d65a820ca1519e378f0
Mi 12 Redmi Note 10 Pro Android 15.0 Smartphone 7.3inch Infinix Phones Cellphone,"PKR 17,159",./Alibaba_files/H7b1e53c104d54fc987fb412dd04f94d7H.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Mi-12-Redmi-Note-10-Pro_1601677794340.html?priceId=71683601eb824d65a820ca1519e378f0
2025 S25 ultra S21+ Pro New Smartphones 5G Smart Mini Cell Mobile 2Nd Hand Phones Cheap Phone,"PKR 9,047-18,687",./Alibaba_files/Hb70fe90793c2480b99e463cb2dd3e8d8w.jpg_300x300.jpg,https://www.alibaba.com/product-detail/2025-S25-ultra-S21-Pro-New_1601644324337.html?priceId=71683601eb824d65a820ca1519e378f0
New S26 Ultra Original 5G Smartphone Deca Core 7.3-Inch HD 144Hz Screen 16GB+1TB Dual SIM 108MP Beauty Camera 100W Quick Charge,"PKR 40,378-40,983",./Alibaba_files/Hb05c2b105cc9445dbe2f76d1c95b7e316.jpg_300x300.jpg,https://www.alibaba.com/product-detail/New-S26-Ultra-Original-5G-Smartphone_1601714449912.html?priceId=71683601eb824d65a820ca1519e378f0
DOOV R70 2026 New Android 14 Dual SIM 4-Inch LCD Octa Core 6G RAM+128GB ROM LTE Smartphone 16MP Camera 2600mAh French German,"PKR 27,266-29,778",./Alibaba_files/Hd006870539a045069d3b9859ff7f673cv.jpg_300x300.jpg,https://www.alibaba.com/product-detail/DOOV-R70-2026-New-Android-14_1601562964406.html?priceId=71683601eb824d65a820ca1519e378f0
Large Screen 5G Android Smartphone Global Mobile Phone Advanced 5G Android Phones,"PKR 26,486",./Alibaba_files/H9d7cee2fcd3f4db982ef82adce8dabf0n.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Large-Screen-5G-Android-Smartphone-Global_1601629013359.html?priceId=71683601eb824d65a820ca1519e378f0
OPPO Find X9 Pro Global Version Smartphone Dimensity 9500 7500mAh 80W Fast Charging 108MP Camera AMOLED Display 120Hz 5G,"PKR 112,027",./Alibaba_files/H935cd90bb85d4d88a244154cec828b09n.jpg_300x300.jpg,https://www.alibaba.com/product-detail/OPPO-Find-X9-Pro-Global-Version_1601716470588.html?priceId=71683601eb824d65a820ca1519e378f0
2023 Hot Selling Smart Phone High Quality Quad Core Smart Phone S23 with Android 10.0 Mobile Phone Customization Available,"PKR 18,715-20,899",./Alibaba_files/H1abd97a17ce441a1a878889659069ec8T.jpg_300x300.jpg,https://www.alibaba.com/product-detail/2023-Hot-Selling-Smart-Phone-High_1601010248532.html?priceId=71683601eb824d65a820ca1519e378f0
"RUIYOU S26 Ultra 5G Smartphone | 16GB+1TB 7.3"" AMOLED Display | Global Version Android 14 | Wholesale OEM/ODM","PKR 18,406-19,654",./Alibaba_files/Hef93c9a489c446d9960eff3defd432b3e.jpg_300x300.jpg,https://www.alibaba.com/product-detail/RUIYOU-S26-Ultra-5G-Smartphone-16GB_1601633727612.html?priceId=71683601eb824d65a820ca1519e378f0
Wholesale S26 Ultra Original 16GB+1TB 72MP+108MP 7.3 Inch HD Resolution 5G Smartphones French Spanish English,"PKR 13,852-18,843",./Alibaba_files/H95bbbfc1b7ff4c44ad2c979fe71d0ef1f.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Wholesale-S26-Ultra-Original-16GB-1TB_1601623820266.html?priceId=71683601eb824d65a820ca1519e378f0
High Quality Original I17 17 Pro Max 5G Smartphone 7.3 Inch Display 16G+1TB Storage Mobile Phones 5g Smartphone,"PKR 19,963-21,211",./Alibaba_files/H328b55a5e7a442fdb00ff4e9d1dc92c4C.jpg_300x300.jpg,https://www.alibaba.com/product-detail/High-Quality-Original-I17-17-Pro_1601662069794.html?priceId=71683601eb824d65a820ca1519e378f0
Factory S26 Mini Smartphone 4.0 Inch WiFi HD Screen 2GB+16GB Ultra Small 3G Network Phone Hot Selling Smart Phone Ready Stock,"PKR 9,668",./Alibaba_files/H143d26aa9dda47a2ac21ee2d7940e6970.png_300x300.png,https://www.alibaba.com/product-detail/Factory-S26-Mini-Smartphone-4-0_1601683705624.html?priceId=71683601eb824d65a820ca1519e378f0
2026 New Xiaomi 17 Pro MAX 5G smartphone features a Leica light and shadow NFC high-definition triple camera.,"PKR 280,457-327,564",./Alibaba_files/H6db1e882ea144b08b197ea39bab0c524L.jpg_300x300.jpg,https://www.alibaba.com/product-detail/2026-New-Xiaomi-17-Pro-MAX_1601722760243.html?priceId=71683601eb824d65a820ca1519e378f0
Original I16 Phone 16 Pro Max Neuf 6.9 Inch 12GB + 512Gb IOS Icon Smartphone 8-core Celulares Unlocked Mobile Phone Cellphone,"PKR 38,996-42,116",./Alibaba_files/Ha6428ef7bdcf4ec7ae8c2b82bc0d9756w.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Original-I16-Phone-16-Pro-Max_1601683102790.html?priceId=71683601eb824d65a820ca1519e378f0
Ccit S25 Ultra 5G Smartphone 7.3 Inch HD Deca Core OLED 108MP Rear Camera Newest Android 14 Global Version LTE Mobile Phone,"PKR 8,736-32,757",./Alibaba_files/H983276ca9a8e4b499f7e267b1e3d14c4K.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Ccit-S25-Ultra-5G-Smartphone-7_1601712326833.html?priceId=71683601eb824d65a820ca1519e378f0
gaming phone watch mobile phones 5g smartphone,"PKR 20,933-30,261",./Alibaba_files/H8fa91b73486c4727b4bd3c4fd98dd341a.jpg_300x300.jpg,https://www.alibaba.com/product-detail/gaming-phone-watch-mobile-phones-5g_1601715483559.html?priceId=71683601eb824d65a820ca1519e378f0
